Axi A1 Relic (Intact),Axi A1 Relic (Intact).1
Lith D3 Relic (Radiant),Lith D3 Relic (Radiant)
Dethcube Prime Blueprint,Uncommon (10.00%)
Ninkondi Prime Chain,Uncommon (20.00%)
Corinth Prime Receiver,Uncommon (20.00%)
Burston Prime Stock,Uncommon (16.67%)
Ivara Prime Neuroptics Blueprint,Uncommon (16.67%)
Stradavar Prime Receiver,Uncommon (16.67%)
,
Lith D4 Relic (Intact),Lith D4 Relic (Intact)
Dethcube Prime Blueprint,Rare (2.00%)
Ninkondi Prime Chain,Uncommon (11.00%)
Zakti Prime Barrel,Uncommon (11.00%)
Bronco Prime Blueprint,Uncommon (25.33%)
Orthos Prime Handle,Uncommon (25.33%)
Forma Blueprint,Uncommon (25.33%)
,
Lith D4 Relic (Exceptional),Lith D4 Relic (Exceptional)
Dethcube Prime Blueprint,Rare (4.00%)
Ninkondi Prime Chain,Uncommon (13.00%)
Zakti Prime Barrel,Uncommon (13.00%)
Bronco Prime Blueprint,Uncommon (23.33%)
Orthos Prime Handle,Uncommon (23.33%)
Forma Blueprint,Uncommon (23.33%)
,
Lith D4 Relic (Flawless),Lith D4 Relic (Flawless)
Dethcube Prime Blueprint,Rare (6.00%)
Ninkondi Prime Chain,Uncommon (17.00%)
Zakti Prime Barrel,Uncommon (17.00%)
Bronco Prime Blueprint,Uncommon (20.00%)
Orthos Prime Handle,Uncommon (20.00%)
Forma Blueprint,Uncommon (20.00%)
,
Lith D4 Relic (Radiant),Lith D4 Relic (Radiant)
Dethcube Prime Blueprint,Uncommon (10.00%)
Ninkondi Prime Chain,Uncommon (20.00%)
Zakti Prime Barrel,Uncommon (20.00%)
Bronco Prime Blueprint,Uncommon (16.67%)
Orthos Prime Handle,Uncommon (16.67%)
Forma Blueprint,Uncommon (16.67%)
,
Lith D5 Relic (Intact),Lith D5 Relic (Intact)
Destreza Prime Blade,Rare (2.00%)
Pyrana Prime Receiver,Uncommon (11.00%)
Mesa Prime Systems Blueprint,Uncommon (11.00%)
Redeemer Prime Blade,Uncommon (25.33%)
Fang Prime Blade,Uncommon (25.33%)
Forma Blueprint,Uncommon (25.33%)
,
Lith D5 Relic (Exceptional),Lith D5 Relic (Exceptional)
Destreza Prime Blade,Rare (4.00%)
Pyrana Prime Receiver,Uncommon (13.00%)
Mesa Prime Systems Blueprint,Uncommon (13.00%)
Redeemer Prime Blade,Uncommon (23.33%)
Fang Prime Blade,Uncommon (23.33%)
Forma Blueprint,Uncommon (23.33%)
,
Lith D5 Relic (Flawless),Lith D5 Relic (Flawless)
Destreza Prime Blade,Rare (6.00%)
Pyrana Prime Receiver,Uncommon (17.00%)
Mesa Prime Systems Blueprint,Uncommon (17.00%)
Redeemer Prime Blade,Uncommon (20.00%)
Fang Prime Blade,Uncommon (20.00%)
Forma Blueprint,Uncommon (20.00%)
,
Lith D5 Relic (Radiant),Lith D5 Relic (Radiant)
Destreza Prime Blade,Uncommon (10.00%)
Pyrana Prime Receiver,Uncommon (20.00%)
Mesa Prime Systems Blueprint,Uncommon (20.00%)
Redeemer Prime Blade,Uncommon (16.67%)
Fang Prime Blade,Uncommon (16.67%)
Forma Blueprint,Uncommon (16.67%)
,
Lith F1 Relic (Intact),Lith F1 Relic (Intact)
Scindo Prime Blueprint,Uncommon (11.00%)
Fragor Prime Blueprint,Rare (2.00%)
Forma Blueprint,Uncommon (25.33%)
Odonata Prime Blueprint,Uncommon (11.00%)
Paris Prime Blueprint,Uncommon (25.33%)
Fang Prime Blade,Uncommon (25.33%)
,
Lith F1 Relic (Exceptional),Lith F1 Relic (Exceptional)
Scindo Prime Blueprint,Uncommon (13.00%)
Fragor Prime Blueprint,Rare (4.00%)
Forma Blueprint,Uncommon (23.33%)
Odonata Prime Blueprint,Uncommon (13.00%)
Paris Prime Blueprint,Uncommon (23.33%)
Fang Prime Blade,Uncommon (23.33%)
,
Lith F1 Relic (Flawless),Lith F1 Relic (Flawless)
Scindo Prime Blueprint,Uncommon (17.00%)
Fragor Prime Blueprint,Rare (6.00%)
Forma Blueprint,Uncommon (20.00%)
Odonata Prime Blueprint,Uncommon (17.00%)
Paris Prime Blueprint,Uncommon (20.00%)
Fang Prime Blade,Uncommon (20.00%)
,
Lith F1 Relic (Radiant),Lith F1 Relic (Radiant)
Scindo Prime Blueprint,Uncommon (20.00%)
Fragor Prime Blueprint,Uncommon (10.00%)
Forma Blueprint,Uncommon (16.67%)
Odonata Prime Blueprint,Uncommon (20.00%)
Paris Prime Blueprint,Uncommon (16.67%)
Fang Prime Blade,Uncommon (16.67%)
,
Lith F2 Relic (Intact),Lith F2 Relic (Intact)
Odonata Prime Systems Blueprint,Uncommon (25.33%)
Hikou Prime Stars,Uncommon (25.33%)
Paris Prime Upper Limb,Uncommon (25.33%)
Burston Prime Barrel,Uncommon (11.00%)
Vauban Prime Blueprint,Rare (2.00%)
Fang Prime Handle,Uncommon (11.00%)
,
Lith F2 Relic (Exceptional),Lith F2 Relic (Exceptional)
Odonata Prime Systems Blueprint,Uncommon (23.33%)
Hikou Prime Stars,Uncommon (23.33%)
Paris Prime Upper Limb,Uncommon (23.33%)
Burston Prime Barrel,Uncommon (13.00%)
Vauban Prime Blueprint,Rare (4.00%)
Fang Prime Handle,Uncommon (13.00%)
,
Lith F2 Relic (Flawless),Lith F2 Relic (Flawless)
Odonata Prime Systems Blueprint,Uncommon (20.00%)
Hikou Prime Stars,Uncommon (20.00%)
Paris Prime Upper Limb,Uncommon (20.00%)
Burston Prime Barrel,Uncommon (17.00%)
Vauban Prime Blueprint,Rare (6.00%)
Fang Prime Handle,Uncommon (17.00%)
,
Lith F2 Relic (Radiant),Lith F2 Relic (Radiant)
Odonata Prime Systems Blueprint,Uncommon (16.67%)
Hikou Prime Stars,Uncommon (16.67%)
Paris Prime Upper Limb,Uncommon (16.67%)
Burston Prime Barrel,Uncommon (20.00%)
Vauban Prime Blueprint,Uncommon (10.00%)
Fang Prime Handle,Uncommon (20.00%)
,
Lith G1 Relic (Intact),Lith G1 Relic (Intact)
Glaive Prime Blueprint,Rare (2.00%)
Ember Prime Systems Blueprint,Uncommon (11.00%)
Forma Blueprint,Uncommon (11.00%)
Latron Prime Blueprint,Uncommon (25.33%)
Frost Prime Chassis Blueprint,Uncommon (25.33%)
Reaper Prime Handle,Uncommon (25.33%)
,
Lith G1 Relic (Exceptional),Lith G1 Relic (Exceptional)
Glaive Prime Blueprint,Rare (4.00%)
Ember Prime Systems Blueprint,Uncommon (13.00%)
Forma Blueprint,Uncommon (13.00%)
Latron Prime Blueprint,Uncommon (23.33%)
Frost Prime Chassis Blueprint,Uncommon (23.33%)
Reaper Prime Handle,Uncommon (23.33%)
,
Lith G1 Relic (Flawless),Lith G1 Relic (Flawless)
Glaive Prime Blueprint,Rare (6.00%)
Ember Prime Systems Blueprint,Uncommon (17.00%)
Forma Blueprint,Uncommon (17.00%)
Latron Prime Blueprint,Uncommon (20.00%)
Frost Prime Chassis Blueprint,Uncommon (20.00%)
Reaper Prime Handle,Uncommon (20.00%)
,
Lith G1 Relic (Radiant),Lith G1 Relic (Radiant)
Glaive Prime Blueprint,Uncommon (10.00%)
Ember Prime Systems Blueprint,Uncommon (20.00%)
Forma Blueprint,Uncommon (20.00%)
Latron Prime Blueprint,Uncommon (16.67%)
Frost Prime Chassis Blueprint,Uncommon (16.67%)
Reaper Prime Handle,Uncommon (16.67%)
,
Lith G2 Relic (Intact),Lith G2 Relic (Intact)
Glaive Prime Blueprint,Rare (2.00%)
Loki Prime Chassis Blueprint,Uncommon (11.00%)
Frost Prime Systems Blueprint,Uncommon (11.00%)
Bo Prime Blueprint,Uncommon (25.33%)
Wyrm Prime Cerebrum,Uncommon (25.33%)
Latron Prime Stock,Uncommon (25.33%)
,
Lith G2 Relic (Exceptional),Lith G2 Relic (Exceptional)
Glaive Prime Blueprint,Rare (4.00%)
Loki Prime Chassis Blueprint,Uncommon (13.00%)
Frost Prime Systems Blueprint,Uncommon (13.00%)
Bo Prime Blueprint,Uncommon (23.33%)
Wyrm Prime Cerebrum,Uncommon (23.33%)
Latron Prime Stock,Uncommon (23.33%)
,
Lith G2 Relic (Flawless),Lith G2 Relic (Flawless)
Glaive Prime Blueprint,Rare (6.00%)
Loki Prime Chassis Blueprint,Uncommon (17.00%)
Frost Prime Systems Blueprint,Uncommon (17.00%)
Bo Prime Blueprint,Uncommon (20.00%)
Wyrm Prime Cerebrum,Uncommon (20.00%)
Latron Prime Stock,Uncommon (20.00%)
,
Lith G2 Relic (Radiant),Lith G2 Relic (Radiant)
Glaive Prime Blueprint,Uncommon (10.00%)
Loki Prime Chassis Blueprint,Uncommon (20.00%)
Frost Prime Systems Blueprint,Uncommon (20.00%)
Bo Prime Blueprint,Uncommon (16.67%)
Wyrm Prime Cerebrum,Uncommon (16.67%)
Latron Prime Stock,Uncommon (16.67%)
,
Lith G3 Relic (Intact),Lith G3 Relic (Intact)
Guandao Prime Handle,Rare (2.00%)
Forma Blueprint,Uncommon (11.00%)
Panthera Prime Stock,Uncommon (11.00%)
Zhuge Prime String,Uncommon (25.33%)
Octavia Prime Neuroptics Blueprint,Uncommon (25.33%)
Paris Prime Upper Limb,Uncommon (25.33%)
,
Lith G3 Relic (Exceptional),Lith G3 Relic (Exceptional)
Guandao Prime Handle,Rare (4.00%)
Forma Blueprint,Uncommon (13.00%)
Panthera Prime Stock,Uncommon (13.00%)
Zhuge Prime String,Uncommon (23.33%)
Octavia Prime Neuroptics Blueprint,Uncommon (23.33%)
Paris Prime Upper Limb,Uncommon (23.33%)
,
Lith G3 Relic (Flawless),Lith G3 Relic (Flawless)
Guandao Prime Handle,Rare (6.00%)
Forma Blueprint,Uncommon (17.00%)
Panthera Prime Stock,Uncommon (17.00%)
Zhuge Prime String,Uncommon (20.00%)
Octavia Prime Neuroptics Blueprint,Uncommon (20.00%)
Paris Prime Upper Limb,Uncommon (20.00%)
,
Lith G3 Relic (Radiant),Lith G3 Relic (Radiant)
Guandao Prime Handle,Uncommon (10.00%)
Forma Blueprint,Uncommon (20.00%)
Panthera Prime Stock,Uncommon (20.00%)
Zhuge Prime String,Uncommon (16.67%)
Octavia Prime Neuroptics Blueprint,Uncommon (16.67%)
Paris Prime Upper Limb,Uncommon (16.67%)
,
Lith G4 Relic (Intact),Lith G4 Relic (Intact)
Guandao Prime Handle,Rare (2.00%)
Titania Prime Neuroptics Blueprint,Uncommon (11.00%)
Inaros Prime Blueprint,Uncommon (11.00%)
Octavia Prime Neuroptics Blueprint,Uncommon (25.33%)
Fang Prime Blueprint,Uncommon (25.33%)
Forma Blueprint,Uncommon (25.33%)
,
Lith G4 Relic (Exceptional),Lith G4 Relic (Exceptional)
Guandao Prime Handle,Rare (4.00%)
Titania Prime Neuroptics Blueprint,Uncommon (13.00%)
Inaros Prime Blueprint,Uncommon (13.00%)
Octavia Prime Neuroptics Blueprint,Uncommon (23.33%)
Fang Prime Blueprint,Uncommon (23.33%)
Forma Blueprint,Uncommon (23.33%)
,
Lith G4 Relic (Flawless),Lith G4 Relic (Flawless)
Guandao Prime Handle,Rare (6.00%)
Titania Prime Neuroptics Blueprint,Uncommon (17.00%)
Inaros Prime Blueprint,Uncommon (17.00%)
Octavia Prime Neuroptics Blueprint,Uncommon (20.00%)
Fang Prime Blueprint,Uncommon (20.00%)
Forma Blueprint,Uncommon (20.00%)
,
Lith G4 Relic (Radiant),Lith G4 Relic (Radiant)
Guandao Prime Handle,Uncommon (10.00%)
Titania Prime Neuroptics Blueprint,Uncommon (20.00%)
Inaros Prime Blueprint,Uncommon (20.00%)
Octavia Prime Neuroptics Blueprint,Uncommon (16.67%)
Fang Prime Blueprint,Uncommon (16.67%)
Forma Blueprint,Uncommon (16.67%)
,
Lith G5 Relic (Intact),Lith G5 Relic (Intact)
Garuda Prime Neuroptics Blueprint,Rare (2.00%)
Forma Blueprint,Uncommon (11.00%)
Strun Prime Stock,Uncommon (11.00%)
Octavia Prime Neuroptics Blueprint,Uncommon (25.33%)
Volnus Prime Blueprint,Uncommon (25.33%)
Lex Prime Receiver,Uncommon (25.33%)
,
Lith G5 Relic (Exceptional),Lith G5 Relic (Exceptional)
Garuda Prime Neuroptics Blueprint,Rare (4.00%)
Forma Blueprint,Uncommon (13.00%)
Strun Prime Stock,Uncommon (13.00%)
Octavia Prime Neuroptics Blueprint,Uncommon (23.33%)
Volnus Prime Blueprint,Uncommon (23.33%)
Lex Prime Receiver,Uncommon (23.33%)
,
Lith G5 Relic (Flawless),Lith G5 Relic (Flawless)
Garuda Prime Neuroptics Blueprint,Rare (6.00%)
Forma Blueprint,Uncommon (17.00%)
Strun Prime Stock,Uncommon (17.00%)
Octavia Prime Neuroptics Blueprint,Uncommon (20.00%)
Volnus Prime Blueprint,Uncommon (20.00%)
Lex Prime Receiver,Uncommon (20.00%)
,
Lith G5 Relic (Radiant),Lith G5 Relic (Radiant)
Garuda Prime Neuroptics Blueprint,Uncommon (10.00%)
Forma Blueprint,Uncommon (20.00%)
Strun Prime Stock,Uncommon (20.00%)
Octavia Prime Neuroptics Blueprint,Uncommon (16.67%)
Volnus Prime Blueprint,Uncommon (16.67%)
Lex Prime Receiver,Uncommon (16.67%)
,
Lith G6 Relic (Intact),Lith G6 Relic (Intact)
Garuda Prime Neuroptics Blueprint,Rare (2.00%)
Knell Prime Receiver,Uncommon (11.00%)
Tatsu Prime Blade,Uncommon (11.00%)
Burston Prime Stock,Uncommon (25.33%)
Afuris Prime Blueprint,Uncommon (25.33%)
Forma Blueprint,Uncommon (25.33%)
,
Lith G6 Relic (Exceptional),Lith G6 Relic (Exceptional)
Garuda Prime Neuroptics Blueprint,Rare (4.00%)
Knell Prime Receiver,Uncommon (13.00%)
Tatsu Prime Blade,Uncommon (13.00%)
Burston Prime Stock,Uncommon (23.33%)
Afuris Prime Blueprint,Uncommon (23.33%)
Forma Blueprint,Uncommon (23.33%)
,
Lith G6 Relic (Flawless),Lith G6 Relic (Flawless)
Garuda Prime Neuroptics Blueprint,Rare (6.00%)
Knell Prime Receiver,Uncommon (17.00%)
Tatsu Prime Blade,Uncommon (17.00%)
Burston Prime Stock,Uncommon (20.00%)
Afuris Prime Blueprint,Uncommon (20.00%)
Forma Blueprint,Uncommon (20.00%)
,
Lith G6 Relic (Radiant),Lith G6 Relic (Radiant)
Garuda Prime Neuroptics Blueprint,Uncommon (10.00%)
Knell Prime Receiver,Uncommon (20.00%)
Tatsu Prime Blade,Uncommon (20.00%)
Burston Prime Stock,Uncommon (16.67%)
Afuris Prime Blueprint,Uncommon (16.67%)
Forma Blueprint,Uncommon (16.67%)
,
Lith G7 Relic (Intact),Lith G7 Relic (Intact)
Guandao Prime Handle,Rare (2.00%)
Zakti Prime Barrel,Uncommon (11.00%)
Fang Prime Handle,Uncommon (11.00%)
Nezha Prime Systems Blueprint,Uncommon (25.33%)
Lex Prime Receiver,Uncommon (25.33%)
Forma Blueprint,Uncommon (25.33%)
,
Lith G7 Relic (Exceptional),Lith G7 Relic (Exceptional)
Guandao Prime Handle,Rare (4.00%)
Zakti Prime Barrel,Uncommon (13.00%)
Fang Prime Handle,Uncommon (13.00%)
Nezha Prime Systems Blueprint,Uncommon (23.33%)
Lex Prime Receiver,Uncommon (23.33%)
Forma Blueprint,Uncommon (23.33%)
,
Lith G7 Relic (Flawless),Lith G7 Relic (Flawless)
Guandao Prime Handle,Rare (6.00%)
Zakti Prime Barrel,Uncommon (17.00%)
Fang Prime Handle,Uncommon (17.00%)
Nezha Prime Systems Blueprint,Uncommon (20.00%)
Lex Prime Receiver,Uncommon (20.00%)
Forma Blueprint,Uncommon (20.00%)
,
Lith G7 Relic (Radiant),Lith G7 Relic (Radiant)
Guandao Prime Handle,Uncommon (10.00%)
Zakti Prime Barrel,Uncommon (20.00%)
Fang Prime Handle,Uncommon (20.00%)
Nezha Prime Systems Blueprint,Uncommon (16.67%)
Lex Prime Receiver,Uncommon (16.67%)
Forma Blueprint,Uncommon (16.67%)
,
Lith G8 Relic (Intact),Lith G8 Relic (Intact)
Grendel Prime Blueprint,Rare (2.00%)
Burston Prime Barrel,Uncommon (11.00%)
Fulmin Prime Stock,Uncommon (11.00%)
Forma Blueprint,Uncommon (25.33%)
Corvas Prime Receiver,Uncommon (25.33%)
Fang Prime Blueprint,Uncommon (25.33%)
,
Lith G8 Relic (Exceptional),Lith G8 Relic (Exceptional)
Grendel Prime Blueprint,Rare (4.00%)
Burston Prime Barrel,Uncommon (13.00%)
Fulmin Prime Stock,Uncommon (13.00%)
Forma Blueprint,Uncommon (23.33%)
Corvas Prime Receiver,Uncommon (23.33%)
Fang Prime Blueprint,Uncommon (23.33%)
,
Lith G8 Relic (Flawless),Lith G8 Relic (Flawless)
Grendel Prime Blueprint,Rare (6.00%)
Burston Prime Barrel,Uncommon (17.00%)
Fulmin Prime Stock,Uncommon (17.00%)
Forma Blueprint,Uncommon (20.00%)
Corvas Prime Receiver,Uncommon (20.00%)
Fang Prime Blueprint,Uncommon (20.00%)
,
Lith G8 Relic (Radiant),Lith G8 Relic (Radiant)
Grendel Prime Blueprint,Uncommon (10.00%)
Burston Prime Barrel,Uncommon (20.00%)
Fulmin Prime Stock,Uncommon (20.00%)
Forma Blueprint,Uncommon (16.67%)
Corvas Prime Receiver,Uncommon (16.67%)
Fang Prime Blueprint,Uncommon (16.67%)
,
Lith H1 Relic (Intact),Lith H1 Relic (Intact)
Helios Prime Cerebrum,Rare (2.00%)
Akstiletto Prime Barrel,Uncommon (11.00%)
Nami Skyla Prime Handle,Uncommon (11.00%)
Saryn Prime Systems Blueprint,Uncommon (25.33%)
Paris Prime Blueprint,Uncommon (25.33%)
Bronco Prime Blueprint,Uncommon (25.33%)
,
Lith H1 Relic (Exceptional),Lith H1 Relic (Exceptional)
Helios Prime Cerebrum,Rare (4.00%)
Akstiletto Prime Barrel,Uncommon (13.00%)
Nami Skyla Prime Handle,Uncommon (13.00%)
Saryn Prime Systems Blueprint,Uncommon (23.33%)
Paris Prime Blueprint,Uncommon (23.33%)
Bronco Prime Blueprint,Uncommon (23.33%)
,
Lith H1 Relic (Flawless),Lith H1 Relic (Flawless)
Helios Prime Cerebrum,Rare (6.00%)
Akstiletto Prime Barrel,Uncommon (17.00%)
Nami Skyla Prime Handle,Uncommon (17.00%)
Saryn Prime Systems Blueprint,Uncommon (20.00%)
Paris Prime Blueprint,Uncommon (20.00%)
Bronco Prime Blueprint,Uncommon (20.00%)
,
Lith H1 Relic (Radiant),Lith H1 Relic (Radiant)
Helios Prime Cerebrum,Uncommon (10.00%)
Akstiletto Prime Barrel,Uncommon (20.00%)
Nami Skyla Prime Handle,Uncommon (20.00%)
Saryn Prime Systems Blueprint,Uncommon (16.67%)
Paris Prime Blueprint,Uncommon (16.67%)
Bronco Prime Blueprint,Uncommon (16.67%)
,
Lith H2 Relic (Intact),Lith H2 Relic (Intact)
Helios Prime Cerebrum,Rare (2.00%)
Oberon Prime Blueprint,Uncommon (11.00%)
Orthos Prime Blueprint,Uncommon (11.00%)
Lex Prime Barrel,Uncommon (25.33%)
Forma Blueprint,Uncommon (25.33%)
Zephyr Prime Neuroptics Blueprint,Uncommon (25.33%)
,
Lith H2 Relic (Exceptional),Lith H2 Relic (Exceptional)
Helios Prime Cerebrum,Rare (4.00%)
Oberon Prime Blueprint,Uncommon (13.00%)
Orthos Prime Blueprint,Uncommon (13.00%)
Lex Prime Barrel,Uncommon (23.33%)
Forma Blueprint,Uncommon (23.33%)
Zephyr Prime Neuroptics Blueprint,Uncommon (23.33%)
,
Lith H2 Relic (Flawless),Lith H2 Relic (Flawless)
Helios Prime Cerebrum,Rare (6.00%)
Oberon Prime Blueprint,Uncommon (17.00%)
Orthos Prime Blueprint,Uncommon (17.00%)
Lex Prime Barrel,Uncommon (20.00%)
Forma Blueprint,Uncommon (20.00%)
Zephyr Prime Neuroptics Blueprint,Uncommon (20.00%)
,
Lith H2 Relic (Radiant),Lith H2 Relic (Radiant)
Helios Prime Cerebrum,Uncommon (10.00%)
Oberon Prime Blueprint,Uncommon (20.00%)
Orthos Prime Blueprint,Uncommon (20.00%)
Lex Prime Barrel,Uncommon (16.67%)
Forma Blueprint,Uncommon (16.67%)
Zephyr Prime Neuroptics Blueprint,Uncommon (16.67%)
,
Lith H3 Relic (Intact),Lith H3 Relic (Intact)
Harrow Prime Systems Blueprint,Rare (2.00%)
Forma Blueprint,Uncommon (11.00%)
Titania Prime Blueprint,Uncommon (11.00%)
Astilla Prime Receiver,Uncommon (25.33%)
Paris Prime String,Uncommon (25.33%)
Nezha Prime Systems Blueprint,Uncommon (25.33%)
,
Lith H3 Relic (Exceptional),Lith H3 Relic (Exceptional)
Harrow Prime Systems Blueprint,Rare (4.00%)
Forma Blueprint,Uncommon (13.00%)
Titania Prime Blueprint,Uncommon (13.00%)
Astilla Prime Receiver,Uncommon (23.33%)
Paris Prime String,Uncommon (23.33%)
Nezha Prime Systems Blueprint,Uncommon (23.33%)
,
Lith H3 Relic (Flawless),Lith H3 Relic (Flawless)
Harrow Prime Systems Blueprint,Rare (6.00%)
Forma Blueprint,Uncommon (17.00%)
Titania Prime Blueprint,Uncommon (17.00%)
Astilla Prime Receiver,Uncommon (20.00%)
Paris Prime String,Uncommon (20.00%)
Nezha Prime Systems Blueprint,Uncommon (20.00%)
,
Lith H3 Relic (Radiant),Lith H3 Relic (Radiant)
Harrow Prime Systems Blueprint,Uncommon (10.00%)
Forma Blueprint,Uncommon (20.00%)
Titania Prime Blueprint,Uncommon (20.00%)
Astilla Prime Receiver,Uncommon (16.67%)
Paris Prime String,Uncommon (16.67%)
Nezha Prime Systems Blueprint,Uncommon (16.67%)
,
Lith H4 Relic (Intact),Lith H4 Relic (Intact)
Harrow Prime Systems Blueprint,Rare (2.00%)
Inaros Prime Chassis Blueprint,Uncommon (11.00%)
Nezha Prime Blueprint,Uncommon (11.00%)
Braton Prime Barrel,Uncommon (25.33%)
Forma Blueprint,Uncommon (25.33%)
Paris Prime String,Uncommon (25.33%)
,
Lith H4 Relic (Exceptional),Lith H4 Relic (Exceptional)
Harrow Prime Systems Blueprint,Rare (4.00%)
Inaros Prime Chassis Blueprint,Uncommon (13.00%)
Nezha Prime Blueprint,Uncommon (13.00%)
Braton Prime Barrel,Uncommon (23.33%)
Forma Blueprint,Uncommon (23.33%)
Paris Prime String,Uncommon (23.33%)
,
Lith H4 Relic (Flawless),Lith H4 Relic (Flawless)
Harrow Prime Systems Blueprint,Rare (6.00%)
Inaros Prime Chassis Blueprint,Uncommon (17.00%)
Nezha Prime Blueprint,Uncommon (17.00%)
Braton Prime Barrel,Uncommon (20.00%)
Forma Blueprint,Uncommon (20.00%)
Paris Prime String,Uncommon (20.00%)
,
Lith H4 Relic (Radiant),Lith H4 Relic (Radiant)
Harrow Prime Systems Blueprint,Uncommon (10.00%)
Inaros Prime Chassis Blueprint,Uncommon (20.00%)
Nezha Prime Blueprint,Uncommon (20.00%)
Braton Prime Barrel,Uncommon (16.67%)
Forma Blueprint,Uncommon (16.67%)
Paris Prime String,Uncommon (16.67%)
,
Lith H5 Relic (Intact),Lith H5 Relic (Intact)
Harrow Prime Systems Blueprint,Rare (2.00%)
Strun Prime Barrel,Uncommon (11.00%)
Pandero Prime Barrel,Uncommon (11.00%)
Fang Prime Blueprint,Uncommon (25.33%)
Forma Blueprint,Uncommon (25.33%)
Lex Prime Receiver,Uncommon (25.33%)
,
Lith H5 Relic (Exceptional),Lith H5 Relic (Exceptional)
Harrow Prime Systems Blueprint,Rare (4.00%)
Strun Prime Barrel,Uncommon (13.00%)
Pandero Prime Barrel,Uncommon (13.00%)
Fang Prime Blueprint,Uncommon (23.33%)
Forma Blueprint,Uncommon (23.33%)
Lex Prime Receiver,Uncommon (23.33%)
,
Lith H5 Relic (Flawless),Lith H5 Relic (Flawless)
Harrow Prime Systems Blueprint,Rare (6.00%)
Strun Prime Barrel,Uncommon (17.00%)
Pandero Prime Barrel,Uncommon (17.00%)
Fang Prime Blueprint,Uncommon (20.00%)
Forma Blueprint,Uncommon (20.00%)
Lex Prime Receiver,Uncommon (20.00%)
,
Lith H5 Relic (Radiant),Lith H5 Relic (Radiant)
Harrow Prime Systems Blueprint,Uncommon (10.00%)
Strun Prime Barrel,Uncommon (20.00%)
Pandero Prime Barrel,Uncommon (20.00%)
Fang Prime Blueprint,Uncommon (16.67%)
Forma Blueprint,Uncommon (16.67%)
Lex Prime Receiver,Uncommon (16.67%)
,
Lith H6 Relic (Intact),Lith H6 Relic (Intact)
Hystrix Prime Receiver,Rare (2.00%)
Nagantaka Prime Stock,Uncommon (11.00%)
Strun Prime Stock,Uncommon (11.00%)
Tatsu Prime Blueprint,Uncommon (25.33%)
Burston Prime Receiver,Uncommon (25.33%)
Volnus Prime Blueprint,Uncommon (25.33%)
,
Lith H6 Relic (Exceptional),Lith H6 Relic (Exceptional)
Hystrix Prime Receiver,Rare (4.00%)
Nagantaka Prime Stock,Uncommon (13.00%)
Strun Prime Stock,Uncommon (13.00%)
Tatsu Prime Blueprint,Uncommon (23.33%)
Burston Prime Receiver,Uncommon (23.33%)
Volnus Prime Blueprint,Uncommon (23.33%)
,
Lith H6 Relic (Flawless),Lith H6 Relic (Flawless)
Hystrix Prime Receiver,Rare (6.00%)
Nagantaka Prime Stock,Uncommon (17.00%)
Strun Prime Stock,Uncommon (17.00%)
Tatsu Prime Blueprint,Uncommon (20.00%)
Burston Prime Receiver,Uncommon (20.00%)
Volnus Prime Blueprint,Uncommon (20.00%)
,
Lith H6 Relic (Radiant),Lith H6 Relic (Radiant)
Hystrix Prime Receiver,Uncommon (10.00%)
Nagantaka Prime Stock,Uncommon (20.00%)
Strun Prime Stock,Uncommon (20.00%)
Tatsu Prime Blueprint,Uncommon (16.67%)
Burston Prime Receiver,Uncommon (16.67%)
Volnus Prime Blueprint,Uncommon (16.67%)
,
Lith H7 Relic (Intact),Lith H7 Relic (Intact)
Harrow Prime Systems Blueprint,Rare (2.00%)
Forma Blueprint,Uncommon (11.00%)
Akbronco Prime Link,Uncommon (11.00%)
Volnus Prime Blueprint,Uncommon (25.33%)
Khora Prime Systems Blueprint,Uncommon (25.33%)
Cobra & Crane Prime Hilt,Uncommon (25.33%)
,
Lith H7 Relic (Exceptional),Lith H7 Relic (Exceptional)
Harrow Prime Systems Blueprint,Rare (4.00%)
Forma Blueprint,Uncommon (13.00%)
Akbronco Prime Link,Uncommon (13.00%)
Volnus Prime Blueprint,Uncommon (23.33%)
Khora Prime Systems Blueprint,Uncommon (23.33%)
Cobra & Crane Prime Hilt,Uncommon (23.33%)
,
Lith H7 Relic (Flawless),Lith H7 Relic (Flawless)
Harrow Prime Systems Blueprint,Rare (6.00%)
Forma Blueprint,Uncommon (17.00%)
Akbronco Prime Link,Uncommon (17.00%)
Volnus Prime Blueprint,Uncommon (20.00%)
Khora Prime Systems Blueprint,Uncommon (20.00%)
Cobra & Crane Prime Hilt,Uncommon (20.00%)
,
Lith H7 Relic (Radiant),Lith H7 Relic (Radiant)
Harrow Prime Systems Blueprint,Uncommon (10.00%)
Forma Blueprint,Uncommon (20.00%)
Akbronco Prime Link,Uncommon (20.00%)
