Mercury/Apollodorus (Survival),Mercury/Apollodorus (Survival)
Heavy Warhead,Rare (2.48%)
Final Act,Rare (2.48%)
Tactical Retreat,Rare (2.48%)
Mortal Conduct,Rare (2.48%)
Soaring Strike,Rare (2.48%)
Emergent Aftermath,Rare (2.48%)
Static Alacrity,Rare (2.48%)
Thundermiter,Rare (2.48%)
Shrapnel Rounds,Rare (2.48%)
Ambush Optics,Rare (2.48%)
Skull Shots,Rare (2.48%)
Brain Storm,Rare (2.48%)
Draining Gloom,Rare (2.48%)
Precision Munition,Rare (2.48%)
Rotation B,Rotation B
400X Alloy Plate,Uncommon (12.65%)
600X Cryotic,Uncommon (12.65%)
400X Ferrite,Uncommon (12.65%)
500X Nano Spores,Uncommon (12.65%)
500X Polymer Bundle,Uncommon (12.65%)
600X Salvage,Uncommon (12.65%)
100X Circuits,Rare (7.37%)
120X Plastids,Rare (7.37%)
100X Rubedo,Rare (7.37%)
Argon Crystal,Legendary (0.25%)
Control Module,Legendary (0.25%)
Gallium,Legendary (0.25%)
Morphics,Legendary (0.25%)
Neural Sensors,Legendary (0.25%)
Neurodes,Legendary (0.25%)
Orokin Cell,Legendary (0.25%)
Forma Blueprint,Legendary (0.25%)
,
Saturn/Annihilation (Conclave),Saturn/Annihilation (Conclave)
Rotation A,Rotation A
400 Endo,Rare (8.33%)
Blind Shot,Rare (2.48%)
Hydraulic Barrel,Rare (2.48%)
Lucky Shot,Rare (2.48%)
Hydraulic Gauge,Rare (2.48%)
Hydraulic Chamber,Rare (2.48%)
Feathered Arrows,Rare (2.48%)
Heightened Reflexes,Rare (2.48%)
Hastened Steps,Rare (2.48%)
Adrenaline Boost,Rare (2.48%)
Vital Systems Bypass,Rare (2.48%)
Secondary Wind,Rare (2.48%)
Deft Tempo,Rare (2.48%)
Plan B,Rare (2.48%)
Kill Switch,Rare (2.48%)
Gorgon Frenzy,Rare (2.48%)
Grinloked,Rare (2.48%)
Double Tap,Rare (2.48%)
Triple Tap,Rare (2.48%)
Final Tap,Rare (2.48%)
Directed Convergence,Rare (2.48%)
Sudden Justice,Rare (2.48%)
Focused Acceleration,Rare (2.48%)
Measured Burst,Rare (2.48%)
Heavy Warhead,Rare (2.48%)
Final Act,Rare (2.48%)
Tactical Retreat,Rare (2.48%)
Mortal Conduct,Rare (2.48%)
Soaring Strike,Rare (2.48%)
Emergent Aftermath,Rare (2.48%)
Static Alacrity,Rare (2.48%)
Thundermiter,Rare (2.48%)
Shrapnel Rounds,Rare (2.48%)
Ambush Optics,Rare (2.48%)
Skull Shots,Rare (2.48%)
Brain Storm,Rare (2.48%)
Precision Munition,Rare (2.48%)
Draining Gloom,Rare (2.48%)
Rotation B,Rotation B
400X Alloy Plate,Uncommon (12.65%)
600X Cryotic,Uncommon (12.65%)
400X Ferrite,Uncommon (12.65%)
500X Nano Spores,Uncommon (12.65%)
500X Polymer Bundle,Uncommon (12.65%)
600X Salvage,Uncommon (12.65%)
100X Circuits,Rare (7.37%)
120X Plastids,Rare (7.37%)
100X Rubedo,Rare (7.37%)
Argon Crystal,Legendary (0.25%)
Control Module,Legendary (0.25%)
Gallium,Legendary (0.25%)
Morphics,Legendary (0.25%)
Neural Sensors,Legendary (0.25%)
Neurodes,Legendary (0.25%)
Orokin Cell,Legendary (0.25%)
Forma Blueprint,Legendary (0.25%)
,
Saturn/Annihilation (Conclave) Extra,Saturn/Annihilation (Conclave) Extra
Rotation A,Rotation A
400 Endo,Rare (8.33%)
Blind Shot,Rare (2.48%)
Hydraulic Barrel,Rare (2.48%)
Lucky Shot,Rare (2.48%)
Hydraulic Gauge,Rare (2.48%)
Hydraulic Chamber,Rare (2.48%)
Feathered Arrows,Rare (2.48%)
Heightened Reflexes,Rare (2.48%)
Hastened Steps,Rare (2.48%)
Adrenaline Boost,Rare (2.48%)
Vital Systems Bypass,Rare (2.48%)
Secondary Wind,Rare (2.48%)
Deft Tempo,Rare (2.48%)
Plan B,Rare (2.48%)
Kill Switch,Rare (2.48%)
Gorgon Frenzy,Rare (2.48%)
Grinloked,Rare (2.48%)
Double Tap,Rare (2.48%)
Triple Tap,Rare (2.48%)
Final Tap,Rare (2.48%)
Directed Convergence,Rare (2.48%)
Sudden Justice,Rare (2.48%)
Focused Acceleration,Rare (2.48%)
Measured Burst,Rare (2.48%)
Heavy Warhead,Rare (2.48%)
Final Act,Rare (2.48%)
Tactical Retreat,Rare (2.48%)
Mortal Conduct,Rare (2.48%)
Soaring Strike,Rare (2.48%)
Emergent Aftermath,Rare (2.48%)
Static Alacrity,Rare (2.48%)
Thundermiter,Rare (2.48%)
Shrapnel Rounds,Rare (2.48%)
Ambush Optics,Rare (2.48%)
Skull Shots,Rare (2.48%)
Brain Storm,Rare (2.48%)
Precision Munition,Rare (2.48%)
Draining Gloom,Rare (2.48%)
Rotation B,Rotation B
400X Alloy Plate,Uncommon (12.65%)
600X Cryotic,Uncommon (12.65%)
400X Ferrite,Uncommon (12.65%)
500X Nano Spores,Uncommon (12.65%)
500X Polymer Bundle,Uncommon (12.65%)
600X Salvage,Uncommon (12.65%)
100X Circuits,Rare (7.37%)
120X Plastids,Rare (7.37%)
100X Rubedo,Rare (7.37%)
Argon Crystal,Legendary (0.25%)
Control Module,Legendary (0.25%)
Gallium,Legendary (0.25%)
Morphics,Legendary (0.25%)
Neural Sensors,Legendary (0.25%)
Neurodes,Legendary (0.25%)
Orokin Cell,Legendary (0.25%)
Forma Blueprint,Legendary (0.25%)
,
Saturn/Lunaro Arena (Conclave),Saturn/Lunaro Arena (Conclave)
Rotation A,Rotation A
400 Endo,Rare (8.33%)
Blind Shot,Rare (2.48%)
Hydraulic Barrel,Rare (2.48%)
Lucky Shot,Rare (2.48%)
Hydraulic Gauge,Rare (2.48%)
Hydraulic Chamber,Rare (2.48%)
Feathered Arrows,Rare (2.48%)
Heightened Reflexes,Rare (2.48%)
Hastened Steps,Rare (2.48%)
Adrenaline Boost,Rare (2.48%)
Vital Systems Bypass,Rare (2.48%)
Secondary Wind,Rare (2.48%)
Deft Tempo,Rare (2.48%)
Plan B,Rare (2.48%)
Kill Switch,Rare (2.48%)
Gorgon Frenzy,Rare (2.48%)
Grinloked,Rare (2.48%)
Double Tap,Rare (2.48%)
Triple Tap,Rare (2.48%)
Final Tap,Rare (2.48%)
Directed Convergence,Rare (2.48%)
Sudden Justice,Rare (2.48%)
Focused Acceleration,Rare (2.48%)
Measured Burst,Rare (2.48%)
Heavy Warhead,Rare (2.48%)
Final Act,Rare (2.48%)
Tactical Retreat,Rare (2.48%)
Mortal Conduct,Rare (2.48%)
Soaring Strike,Rare (2.48%)
Emergent Aftermath,Rare (2.48%)
Static Alacrity,Rare (2.48%)
Thundermiter,Rare (2.48%)
Shrapnel Rounds,Rare (2.48%)
Ambush Optics,Rare (2.48%)
Skull Shots,Rare (2.48%)
Brain Storm,Rare (2.48%)
Precision Munition,Rare (2.48%)
Draining Gloom,Rare (2.48%)
Rotation B,Rotation B
400X Alloy Plate,Uncommon (12.65%)
600X Cryotic,Uncommon (12.65%)
400X Ferrite,Uncommon (12.65%)
500X Nano Spores,Uncommon (12.65%)
500X Polymer Bundle,Uncommon (12.65%)
600X Salvage,Uncommon (12.65%)
100X Circuits,Rare (7.37%)
120X Plastids,Rare (7.37%)
100X Rubedo,Rare (7.37%)
Argon Crystal,Legendary (0.25%)
Control Module,Legendary (0.25%)
Gallium,Legendary (0.25%)
Morphics,Legendary (0.25%)
Neural Sensors,Legendary (0.25%)
Neurodes,Legendary (0.25%)
Orokin Cell,Legendary (0.25%)
Forma Blueprint,Legendary (0.25%)
,
Saturn/Lunaro Arena (Conclave) Extra,Saturn/Lunaro Arena (Conclave) Extra
Rotation A,Rotation A
400 Endo,Rare (8.33%)
Blind Shot,Rare (2.48%)
Hydraulic Barrel,Rare (2.48%)
Lucky Shot,Rare (2.48%)
Hydraulic Gauge,Rare (2.48%)
Hydraulic Chamber,Rare (2.48%)
Feathered Arrows,Rare (2.48%)
Heightened Reflexes,Rare (2.48%)
Hastened Steps,Rare (2.48%)
Adrenaline Boost,Rare (2.48%)
Vital Systems Bypass,Rare (2.48%)
Secondary Wind,Rare (2.48%)
Deft Tempo,Rare (2.48%)
Plan B,Rare (2.48%)
Kill Switch,Rare (2.48%)
Gorgon Frenzy,Rare (2.48%)
Grinloked,Rare (2.48%)
Double Tap,Rare (2.48%)
Triple Tap,Rare (2.48%)
Final Tap,Rare (2.48%)
Directed Convergence,Rare (2.48%)
Sudden Justice,Rare (2.48%)
Focused Acceleration,Rare (2.48%)
Measured Burst,Rare (2.48%)
Heavy Warhead,Rare (2.48%)
Final Act,Rare (2.48%)
Tactical Retreat,Rare (2.48%)
Mortal Conduct,Rare (2.48%)
Soaring Strike,Rare (2.48%)
Emergent Aftermath,Rare (2.48%)
Static Alacrity,Rare (2.48%)
Thundermiter,Rare (2.48%)
Shrapnel Rounds,Rare (2.48%)
Ambush Optics,Rare (2.48%)
Skull Shots,Rare (2.48%)
Brain Storm,Rare (2.48%)
Precision Munition,Rare (2.48%)
Draining Gloom,Rare (2.48%)
Rotation B,Rotation B
400X Alloy Plate,Uncommon (12.65%)
600X Cryotic,Uncommon (12.65%)
400X Ferrite,Uncommon (12.65%)
500X Nano Spores,Uncommon (12.65%)
500X Polymer Bundle,Uncommon (12.65%)
600X Salvage,Uncommon (12.65%)
100X Circuits,Rare (7.37%)
120X Plastids,Rare (7.37%)
100X Rubedo,Rare (7.37%)
Argon Crystal,Legendary (0.25%)
Control Module,Legendary (0.25%)
Gallium,Legendary (0.25%)
Morphics,Legendary (0.25%)
Neural Sensors,Legendary (0.25%)
Neurodes,Legendary (0.25%)
Orokin Cell,Legendary (0.25%)
Forma Blueprint,Legendary (0.25%)
,
Saturn/Piscinas (Survival),Saturn/Piscinas (Survival)
Rotation A,Rotation A
"2,500 Credits Cache",Uncommon (16.67%)
"2,500 Credits Cache",Uncommon (16.67%)
"2,500 Credits Cache",Uncommon (16.67%)
100 Endo,Uncommon (16.67%)
100 Endo,Uncommon (16.67%)
100 Endo,Uncommon (16.67%)
Rotation B,Rotation B
Provoked,Rare (7.14%)
Steel Fiber,Rare (7.14%)
Serration,Rare (7.14%)
Hornet Strike,Rare (7.14%)
Fast Deflection,Rare (7.14%)
Charged Shell,Rare (7.14%)
Vital Sense,Rare (7.14%)
Meso P14 Relic,Rare (7.14%)
Meso G5 Relic,Rare (7.14%)
Meso M4 Relic,Rare (7.14%)
Meso P13 Relic,Rare (7.14%)
Meso B8 Relic,Rare (7.14%)
Meso W3 Relic,Rare (7.14%)
Meso C9 Relic,Rare (7.14%)
Rotation C,Rotation C
Quickening,Uncommon (11.28%)
Enduring Strike,Uncommon (11.28%)
Neo F2 Relic,Uncommon (11.06%)
Neo Z10 Relic,Uncommon (11.06%)
Neo D8 Relic,Uncommon (11.06%)
Neo S18 Relic,Uncommon (11.06%)
Neo K6 Relic,Uncommon (11.06%)
Neo K7 Relic,Uncommon (11.06%)
Neo N23 Relic,Uncommon (11.06%)
,
Saturn/Caracol (Defection),Saturn/Caracol (Defection)
Rotation A,Rotation A
"2,500 Credits Cache",Uncommon (16.24%)
"2,500 Credits Cache",Uncommon (16.24%)
"2,500 Credits Cache",Uncommon (16.24%)
150 Endo,Uncommon (16.24%)
150 Endo,Uncommon (16.24%)
150 Endo,Uncommon (16.24%)
Expel Corrupted,Rare (2.58%)
Rotation B,Rotation B
Harrow Systems Blueprint,Rare (6.00%)
Smite Corrupted,Rare (8.00%)
Cleanse Corrupted,Rare (8.00%)
Bane Of Corrupted,Rare (8.00%)
Meso P14 Relic,Uncommon (10.00%)
Meso G5 Relic,Uncommon (10.00%)
Meso M4 Relic,Uncommon (10.00%)
Meso P13 Relic,Uncommon (10.00%)
Meso B8 Relic,Uncommon (10.00%)
Meso W3 Relic,Uncommon (10.00%)
Meso C9 Relic,Uncommon (10.00%)
Rotation C,Rotation C
Harrow Systems Blueprint,Uncommon (15.00%)
Enduring Strike,Uncommon (15.00%)
Neo F2 Relic,Uncommon (10.00%)
Neo Z10 Relic,Uncommon (10.00%)
Neo D8 Relic,Uncommon (10.00%)
Neo S18 Relic,Uncommon (10.00%)
Neo K6 Relic,Uncommon (10.00%)
Neo K7 Relic,Uncommon (10.00%)
Neo N23 Relic,Uncommon (10.00%)
,
Saturn/(Variant) Cephalon Capture (Conclave),Saturn/(Variant) Cephalon Capture (Conclave)
Rotation A,Rotation A
400 Endo,Rare (8.33%)
Blind Shot,Rare (2.48%)
Hydraulic Barrel,Rare (2.48%)
Lucky Shot,Rare (2.48%)
Hydraulic Gauge,Rare (2.48%)
Hydraulic Chamber,Rare (2.48%)
Feathered Arrows,Rare (2.48%)
Heightened Reflexes,Rare (2.48%)
Hastened Steps,Rare (2.48%)
Adrenaline Boost,Rare (2.48%)
Vital Systems Bypass,Rare (2.48%)
Secondary Wind,Rare (2.48%)
Deft Tempo,Rare (2.48%)
Plan B,Rare (2.48%)
Kill Switch,Rare (2.48%)
Gorgon Frenzy,Rare (2.48%)
Grinloked,Rare (2.48%)
Double Tap,Rare (2.48%)
Triple Tap,Rare (2.48%)
Final Tap,Rare (2.48%)
Directed Convergence,Rare (2.48%)
Sudden Justice,Rare (2.48%)
Focused Acceleration,Rare (2.48%)
Measured Burst,Rare (2.48%)
Heavy Warhead,Rare (2.48%)
Final Act,Rare (2.48%)
Tactical Retreat,Rare (2.48%)
Mortal Conduct,Rare (2.48%)
Soaring Strike,Rare (2.48%)
Emergent Aftermath,Rare (2.48%)
Static Alacrity,Rare (2.48%)
Thundermiter,Rare (2.48%)
Shrapnel Rounds,Rare (2.48%)
Ambush Optics,Rare (2.48%)
Skull Shots,Rare (2.48%)
Brain Storm,Rare (2.48%)
Draining Gloom,Rare (2.48%)
Precision Munition,Rare (2.48%)
Rotation B,Rotation B
400X Alloy Plate,Uncommon (12.65%)
600X Cryotic,Uncommon (12.65%)
400X Ferrite,Uncommon (12.65%)
500X Nano Spores,Uncommon (12.65%)
500X Polymer Bundle,Uncommon (12.65%)
600X Salvage,Uncommon (12.65%)
100X Circuits,Rare (7.37%)
120X Plastids,Rare (7.37%)
100X Rubedo,Rare (7.37%)
Argon Crystal,Legendary (0.25%)
Control Module,Legendary (0.25%)
Gallium,Legendary (0.25%)
Morphics,Legendary (0.25%)
Neural Sensors,Legendary (0.25%)
Neurodes,Legendary (0.25%)
Orokin Cell,Legendary (0.25%)
Forma Blueprint,Legendary (0.25%)
,
Saturn/(Variant) Cephalon Capture (Conclave) Extra,Saturn/(Variant) Cephalon Capture (Conclave) Extra
Rotation A,Rotation A
400 Endo,Rare (8.33%)
Blind Shot,Rare (2.48%)
Hydraulic Barrel,Rare (2.48%)
Lucky Shot,Rare (2.48%)
Hydraulic Gauge,Rare (2.48%)
Hydraulic Chamber,Rare (2.48%)
Feathered Arrows,Rare (2.48%)
Heightened Reflexes,Rare (2.48%)
Hastened Steps,Rare (2.48%)
Adrenaline Boost,Rare (2.48%)
Vital Systems Bypass,Rare (2.48%)
Secondary Wind,Rare (2.48%)
Deft Tempo,Rare (2.48%)
Plan B,Rare (2.48%)
Kill Switch,Rare (2.48%)
Gorgon Frenzy,Rare (2.48%)
Grinloked,Rare (2.48%)
Double Tap,Rare (2.48%)
Triple Tap,Rare (2.48%)
Final Tap,Rare (2.48%)
Directed Convergence,Rare (2.48%)
Sudden Justice,Rare (2.48%)
Focused Acceleration,Rare (2.48%)
Measured Burst,Rare (2.48%)
Heavy Warhead,Rare (2.48%)
Final Act,Rare (2.48%)
Tactical Retreat,Rare (2.48%)
Mortal Conduct,Rare (2.48%)
Soaring Strike,Rare (2.48%)
Emergent Aftermath,Rare (2.48%)
Static Alacrity,Rare (2.48%)
Thundermiter,Rare (2.48%)
Shrapnel Rounds,Rare (2.48%)
Ambush Optics,Rare (2.48%)
Skull Shots,Rare (2.48%)
Brain Storm,Rare (2.48%)
Draining Gloom,Rare (2.48%)
Precision Munition,Rare (2.48%)
Rotation B,Rotation B
400X Alloy Plate,Uncommon (12.65%)
600X Cryotic,Uncommon (12.65%)
400X Ferrite,Uncommon (12.65%)
500X Nano Spores,Uncommon (12.65%)
500X Polymer Bundle,Uncommon (12.65%)
600X Salvage,Uncommon (12.65%)
100X Circuits,Rare (7.37%)
120X Plastids,Rare (7.37%)
100X Rubedo,Rare (7.37%)
Argon Crystal,Legendary (0.25%)
Control Module,Legendary (0.25%)
Gallium,Legendary (0.25%)
Morphics,Legendary (0.25%)
Neural Sensors,Legendary (0.25%)
Neurodes,Legendary (0.25%)
Orokin Cell,Legendary (0.25%)
Forma Blueprint,Legendary (0.25%)
,
Saturn/(Variant) Team Annihilation (Conclave),Saturn/(Variant) Team Annihilation (Conclave)
Rotation A,Rotation A
10X Nistlepod,Rare (3.16%)
10X Pyrotic Alloy,Rare (3.16%)
10X Kuaka Spinal Claw,Rare (3.16%)
10X Mawfish Bones,Rare (3.16%)
10X Condroc Wing,Rare (3.16%)
10X Khut-Khut Venom Sac,Rare (3.16%)
10X Iradite,Rare (3.16%)
10X Fish Scales,Rare (3.16%)
10X Grokdrul,Rare (3.16%)
10X Salvage,Rare (3.16%)
10X Alloy Plate,Rare (3.16%)
10X Coprite Alloy,Rare (3.16%)
10X Cryotic,Rare (3.16%)
10X Maprico,Rare (3.16%)
6X Fersteel Alloy,Rare (5.53%)
10X Rubedo,Rare (3.16%)
3X Cetus Wisp,Legendary (0.67%)
10X Plastids,Rare (3.16%)
Breath Of The Eidolon,Legendary (0.67%)
10X Circuits,Rare (3.16%)
10X Tear Azurite,Rare (3.16%)
10X Pyrotic Alloy,Rare (3.16%)
10X Esher Devar,Rare (3.16%)
10X Coprite Alloy,Rare (3.16%)
6X Marquise Veridos,Rare (5.53%)
10X Yogwun Stomach,Rare (3.16%)
10X Charc Electroplax,Rare (3.16%)
10X Goopolla Spleen,Rare (3.16%)
6X Tralok Eyes,Rare (5.53%)
6X Mortus Horn,Rare (5.53%)
3X Auroxium Alloy,Legendary (0.67%)
Rotation B,Rotation B
10X Nistlepod,Rare (3.16%)
10X Pyrotic Alloy,Rare (3.16%)
10X Kuaka Spinal Claw,Rare (3.16%)
10X Mawfish Bones,Rare (3.16%)
10X Condroc Wing,Rare (3.16%)
10X Khut-Khut Venom Sac,Rare (3.16%)
10X Iradite,Rare (3.16%)
10X Fish Scales,Rare (3.16%)
10X Grokdrul,Rare (3.16%)
10X Salvage,Rare (3.16%)
10X Alloy Plate,Rare (3.16%)
10X Coprite Alloy,Rare (3.16%)
10X Cryotic,Rare (3.16%)
10X Maprico,Rare (3.16%)
6X Fersteel Alloy,Rare (5.53%)
10X Rubedo,Rare (3.16%)
3X Cetus Wisp,Legendary (0.67%)
10X Plastids,Rare (3.16%)
3X Breath Of The Eidolon,Legendary (0.67%)
10X Circuits,Rare (3.16%)
10X Tear Azurite,Rare (3.16%)
10X Pyrotic Alloy,Rare (3.16%)
10X Esher Devar,Rare (3.16%)
10X Coprite Alloy,Rare (3.16%)
6X Marquise Veridos,Rare (5.53%)
10X Yogwun Stomach,Rare (3.16%)
10X Charc Electroplax,Rare (3.16%)
10X Goopolla Spleen,Rare (3.16%)
6X Tralok Eyes,Rare (5.53%)
6X Mortus Horn,Rare (5.53%)
3X Auroxium Alloy,Legendary (0.67%)
Rotation C,Rotation C
Balla Blueprint,Rare (3.57%)
Ooltha Blueprint,Rare (3.57%)
Mewan Blueprint,Rare (3.57%)
Cyath Blueprint,Rare (3.57%)
Dehtat Blueprint,Rare (3.57%)
Kronsh Blueprint,Rare (3.57%)
Peye Blueprint,Rare (3.57%)
Laka Blueprint,Rare (3.57%)
Kwath Blueprint,Rare (3.57%)
Seekalla Blueprint,Rare (3.57%)
Jayap Blueprint,Rare (3.57%)
Kroostra Blueprint,Rare (3.57%)
Ruhang Blueprint,Rare (3.57%)
Vargeet Ruhang Blueprint,Rare (3.57%)
Vargeet Ii Ruhang Blueprint,Rare (3.57%)
Ruhang Ii Blueprint,Rare (3.57%)
Vargeet Ruhang Ii Blueprint,Rare (3.57%)
Ekwana Ruhang Ii Blueprint,Rare (3.57%)
Ekwana Ruhang Blueprint,Rare (3.57%)
Ekwana Ii Ruhang Blueprint,Rare (3.57%)
Jai Blueprint,Rare (3.57%)
Vargeet Jai Blueprint,Rare (3.57%)
Vargeet Ii Jai Blueprint,Rare (3.57%)
Jai Ii Blueprint,Rare (3.57%)
Vargeet Jai Ii Blueprint,Rare (3.57%)
Ekwana Jai Ii Blueprint,Rare (3.57%)
Ekwana Jai Blueprint,Rare (3.57%)
Ekwana Ii Jai Blueprint,Rare (3.57%)
,
Saturn/(Variant) Team Annihilation (Conclave) Extra,Saturn/(Variant) Team Annihilation (Conclave) Extra
Rotation A,Rotation A
400 Endo,Rare (8.33%)
Blind Shot,Rare (2.48%)
Hydraulic Barrel,Rare (2.48%)
Lucky Shot,Rare (2.48%)
Hydraulic Gauge,Rare (2.48%)
Hydraulic Chamber,Rare (2.48%)
Feathered Arrows,Rare (2.48%)
Heightened Reflexes,Rare (2.48%)
Hastened Steps,Rare (2.48%)
Adrenaline Boost,Rare (2.48%)
Vital Systems Bypass,Rare (2.48%)
Secondary Wind,Rare (2.48%)
Deft Tempo,Rare (2.48%)
Plan B,Rare (2.48%)
Kill Switch,Rare (2.48%)
Gorgon Frenzy,Rare (2.48%)
Grinloked,Rare (2.48%)
Double Tap,Rare (2.48%)
Triple Tap,Rare (2.48%)
Final Tap,Rare (2.48%)
Directed Convergence,Rare (2.48%)
Sudden Justice,Rare (2.48%)
Focused Acceleration,Rare (2.48%)
Measured Burst,Rare (2.48%)
Heavy Warhead,Rare (2.48%)
Final Act,Rare (2.48%)
Tactical Retreat,Rare (2.48%)
Mortal Conduct,Rare (2.48%)
Soaring Strike,Rare (2.48%)
Emergent Aftermath,Rare (2.48%)
Static Alacrity,Rare (2.48%)
Thundermiter,Rare (2.48%)
Shrapnel Rounds,Rare (2.48%)
Ambush Optics,Rare (2.48%)
Skull Shots,Rare (2.48%)
Brain Storm,Rare (2.48%)
Draining Gloom,Rare (2.48%)
Precision Munition,Rare (2.48%)
Rotation B,Rotation B
400X Alloy Plate,Uncommon (12.65%)
600X Cryotic,Uncommon (12.65%)
400X Ferrite,Uncommon (12.65%)
500X Nano Spores,Uncommon (12.65%)
500X Polymer Bundle,Uncommon (12.65%)
600X Salvage,Uncommon (12.65%)
100X Circuits,Rare (7.37%)
120X Plastids,Rare (7.37%)
100X Rubedo,Rare (7.37%)
Argon Crystal,Legendary (0.25%)
Control Module,Legendary (0.25%)
Gallium,Legendary (0.25%)
Morphics,Legendary (0.25%)
Neural Sensors,Legendary (0.25%)
Neurodes,Legendary (0.25%)
Orokin Cell,Legendary (0.25%)
Forma Blueprint,Legendary (0.25%)
,
Saturn/(Variant) Annihilation (Conclave),Saturn/(Variant) Annihilation (Conclave)
Rotation A,Rotation A
400 Endo,Rare (8.33%)
Blind Shot,Rare (2.48%)
Hydraulic Barrel,Rare (2.48%)
Lucky Shot,Rare (2.48%)
Hydraulic Gauge,Rare (2.48%)
Hydraulic Chamber,Rare (2.48%)
Feathered Arrows,Rare (2.48%)
Heightened Reflexes,Rare (2.48%)
Hastened Steps,Rare (2.48%)
Adrenaline Boost,Rare (2.48%)
Vital Systems Bypass,Rare (2.48%)
Secondary Wind,Rare (2.48%)
Deft Tempo,Rare (2.48%)
Plan B,Rare (2.48%)
Kill Switch,Rare (2.48%)
Gorgon Frenzy,Rare (2.48%)
Grinloked,Rare (2.48%)
Double Tap,Rare (2.48%)
Triple Tap,Rare (2.48%)
Final Tap,Rare (2.48%)
Directed Convergence,Rare (2.48%)
Sudden Justice,Rare (2.48%)
Focused Acceleration,Rare (2.48%)
Measured Burst,Rare (2.48%)
Heavy Warhead,Rare (2.48%)
Final Act,Rare (2.48%)
Tactical Retreat,Rare (2.48%)
Mortal Conduct,Rare (2.48%)
Soaring Strike,Rare (2.48%)
Emergent Aftermath,Rare (2.48%)
Static Alacrity,Rare (2.48%)
Thundermiter,Rare (2.48%)
Shrapnel Rounds,Rare (2.48%)
Ambush Optics,Rare (2.48%)
Skull Shots,Rare (2.48%)
Brain Storm,Rare (2.48%)
Precision Munition,Rare (2.48%)
Draining Gloom,Rare (2.48%)
Rotation B,Rotation B
400X Alloy Plate,Uncommon (12.65%)
600X Cryotic,Uncommon (12.65%)
400X Ferrite,Uncommon (12.65%)
500X Nano Spores,Uncommon (12.65%)
500X Polymer Bundle,Uncommon (12.65%)
600X Salvage,Uncommon (12.65%)
100X Circuits,Rare (7.37%)
120X Plastids,Rare (7.37%)
100X Rubedo,Rare (7.37%)
Argon Crystal,Legendary (0.25%)
Control Module,Legendary (0.25%)
Gallium,Legendary (0.25%)
Morphics,Legendary (0.25%)
Neural Sensors,Legendary (0.25%)
Neurodes,Legendary (0.25%)
Orokin Cell,Legendary (0.25%)
Forma Blueprint,Legendary (0.25%)
,
Saturn/(Variant) Annihilation (Conclave) Extra,Saturn/(Variant) Annihilation (Conclave) Extra
Rotation A,Rotation A
400 Endo,Rare (8.33%)
Blind Shot,Rare (2.48%)
Hydraulic Barrel,Rare (2.48%)
Lucky Shot,Rare (2.48%)
Hydraulic Gauge,Rare (2.48%)
Hydraulic Chamber,Rare (2.48%)
Feathered Arrows,Rare (2.48%)
Heightened Reflexes,Rare (2.48%)
Hastened Steps,Rare (2.48%)
Adrenaline Boost,Rare (2.48%)
Vital Systems Bypass,Rare (2.48%)
Secondary Wind,Rare (2.48%)
Deft Tempo,Rare (2.48%)
Plan B,Rare (2.48%)
Kill Switch,Rare (2.48%)
Gorgon Frenzy,Rare (2.48%)
Grinloked,Rare (2.48%)
Double Tap,Rare (2.48%)
Triple Tap,Rare (2.48%)
Final Tap,Rare (2.48%)
Directed Convergence,Rare (2.48%)
Sudden Justice,Rare (2.48%)
Focused Acceleration,Rare (2.48%)
Measured Burst,Rare (2.48%)
Heavy Warhead,Rare (2.48%)
Final Act,Rare (2.48%)
Tactical Retreat,Rare (2.48%)
Mortal Conduct,Rare (2.48%)
Soaring Strike,Rare (2.48%)
Emergent Aftermath,Rare (2.48%)
Static Alacrity,Rare (2.48%)
Thundermiter,Rare (2.48%)
Shrapnel Rounds,Rare (2.48%)
Ambush Optics,Rare (2.48%)
Skull Shots,Rare (2.48%)
Brain Storm,Rare (2.48%)
Precision Munition,Rare (2.48%)
Draining Gloom,Rare (2.48%)
Rotation B,Rotation B
400X Alloy Plate,Uncommon (12.65%)
600X Cryotic,Uncommon (12.65%)
400X Ferrite,Uncommon (12.65%)
500X Nano Spores,Uncommon (12.65%)
500X Polymer Bundle,Uncommon (12.65%)
600X Salvage,Uncommon (12.65%)
100X Circuits,Rare (7.37%)
120X Plastids,Rare (7.37%)
100X Rubedo,Rare (7.37%)
Argon Crystal,Legendary (0.25%)
Control Module,Legendary (0.25%)
Gallium,Legendary (0.25%)
Morphics,Legendary (0.25%)
Neural Sensors,Legendary (0.25%)
Neurodes,Legendary (0.25%)
Orokin Cell,Legendary (0.25%)
Forma Blueprint,Legendary (0.25%)
,
Uranus/Ariel (Capture),Uranus/Ariel (Capture)
Vitality,Uncommon (10.84%)
Fast Deflection,Uncommon (10.84%)
Rush,Uncommon (11.06%)
Magazine Warp,Uncommon (10.84%)
Trick Mag,Uncommon (10.84%)
Pressure Point,Legendary (0.34%)
Ammo Drum,Uncommon (11.06%)
Fast Hands,Uncommon (10.84%)
Quickdraw,Uncommon (10.84%)
Health Restore (Large),Uncommon (10.84%)
Omni Ammo Box,Legendary (0.34%)
North Wind,Legendary (0.34%)
Shocking Touch,Legendary (0.34%)
Molten Impact,Legendary (0.34%)
Stretch,Legendary (0.34%)
,
Uranus/Titania (Assassination),Uranus/Titania (Assassination)
