Mob,Mod,Chance
,15 Endo,Uncommon (25.29%)
,Gemini Cross,Uncommon (22.11%)
,Reflex Guard,Ultra Rare (1.01%)
,Bleeding Willow,Ultra Rare (1.01%)
,,
Councilor Vay Hek,Mod Drop Chance: 100.00%,Mod Drop Chance: 100.00%
,15 Endo,Very Common (75.88%)
,Molten Impact,Rare (4.42%)
,Killing Blow,Rare (4.42%)
,Cryo Rounds,Rare (4.42%)
,Stretch,Rare (4.42%)
,50 Endo,Rare (4.42%)
,Energy Channel,Ultra Rare (1.01%)
,80 Endo,Ultra Rare (1.01%)
,,
Corpus Power Carrier,Mod Drop Chance: 3.00%,Mod Drop Chance: 3.00%
,Reach,Uncommon (25.29%)
,Ammo Drum,Uncommon (25.29%)
,15 Endo,Uncommon (25.29%)
,Fury,Uncommon (11.06%)
,No Return,Uncommon (11.06%)
,Reaping Spiral,Ultra Rare (1.01%)
,80 Endo,Ultra Rare (1.01%)
,,
Corpus Power Carrier,Mod Drop Chance: 5.00%,Mod Drop Chance: 5.00%
,Pistol Gambit,Common (34.47%)
,Metal Fiber,Common (34.47%)
,No Return,Rare (8.54%)
,Fury,Rare (4.66%)
,Infected Clip,Rare (4.66%)
,Chilling Grasp,Rare (4.66%)
,Shotgun Savvy,Rare (4.66%)
,Guardian Derision,Legendary (0.97%)
,Jagged Edge,Legendary (0.97%)
,Vital Sense,Legendary (0.97%)
,Rapid Resilience,Legendary (0.97%)
,,
Corpus Tech,Mod Drop Chance: 3.00%,Mod Drop Chance: 3.00%
,Point Strike,Common (37.94%)
,15 Endo,Common (37.94%)
,Charged Shell,Rare (5.53%)
,Cleanse Grineer,Rare (5.53%)
,Swirling Tiger,Rare (5.53%)
,50 Endo,Rare (5.53%)
,Handspring,Rare (2.01%)
,,
Sapping Osprey,Mod Drop Chance: 3.00%,Mod Drop Chance: 3.00%
,Crowd Dispersion,Uncommon (25.29%)
,Magazine Warp,Uncommon (25.29%)
,15 Endo,Uncommon (25.29%)
,Stretch,Uncommon (11.06%)
,Diamond Skin,Uncommon (11.06%)
,Split Chamber,Legendary (0.67%)
,Gleaming Talon,Legendary (0.67%)
,80 Endo,Legendary (0.67%)
,,
Isolator Bursa,Mod Drop Chance: 3.00%,Mod Drop Chance: 3.00%
,Revenge,Uncommon (25.29%)
,Ammo Drum,Uncommon (25.29%)
,15 Endo,Uncommon (25.29%)
,Molten Impact,Uncommon (11.06%)
,Smite Grineer,Uncommon (11.06%)
,Tempo Royale,Rare (2.01%)
,,
Violence (Level 0 - 100),Mod Drop Chance: 100.00%,Mod Drop Chance: 100.00%
,Primary Merciless,Uncommon (16.67%)
,Primary Dexterity,Uncommon (16.67%)
,Primary Deadhead,Uncommon (16.67%)
,Secondary Merciless,Uncommon (16.67%)
,Secondary Dexterity,Uncommon (16.67%)
,Secondary Deadhead,Uncommon (16.67%)
,,
Violence (Level 0 - 100),Mod Drop Chance: 100.00%,Mod Drop Chance: 100.00%
,Primary Merciless,Uncommon (16.67%)
,Primary Dexterity,Uncommon (16.67%)
,Primary Deadhead,Uncommon (16.67%)
,Secondary Merciless,Uncommon (16.67%)
,Secondary Dexterity,Uncommon (16.67%)
,Secondary Deadhead,Uncommon (16.67%)
,,
Violence (Level 0 - 100),Mod Drop Chance: 100.00%,Mod Drop Chance: 100.00%
,Primary Merciless,Uncommon (16.67%)
,Primary Dexterity,Uncommon (16.67%)
,Primary Deadhead,Uncommon (16.67%)
,Secondary Merciless,Uncommon (16.67%)
,Secondary Dexterity,Uncommon (16.67%)
,Secondary Deadhead,Uncommon (16.67%)
,,
Violence (Level 0 - 100),Mod Drop Chance: 100.00%,Mod Drop Chance: 100.00%
,Primary Merciless,Uncommon (16.67%)
,Primary Dexterity,Uncommon (16.67%)
,Primary Deadhead,Uncommon (16.67%)
,Secondary Merciless,Uncommon (16.67%)
,Secondary Dexterity,Uncommon (16.67%)
,Secondary Deadhead,Uncommon (16.67%)
,,
Violence (Level 0 - 100),Mod Drop Chance: 100.00%,Mod Drop Chance: 100.00%
,Primary Merciless,Uncommon (16.67%)
,Primary Dexterity,Uncommon (16.67%)
,Primary Deadhead,Uncommon (16.67%)
,Secondary Merciless,Uncommon (16.67%)
,Secondary Dexterity,Uncommon (16.67%)
,Secondary Deadhead,Uncommon (16.67%)
,,
Violence (Level 0 - 100),Mod Drop Chance: 100.00%,Mod Drop Chance: 100.00%
,Primary Merciless,Uncommon (16.67%)
,Primary Dexterity,Uncommon (16.67%)
,Primary Deadhead,Uncommon (16.67%)
,Secondary Merciless,Uncommon (16.67%)
,Secondary Dexterity,Uncommon (16.67%)
,Secondary Deadhead,Uncommon (16.67%)
,,
Hemocyte,Mod Drop Chance: 100.00%,Mod Drop Chance: 100.00%
,Hunter Recovery,Uncommon (28.95%)
,Hunter Adrenaline,Uncommon (28.95%)
,Hunter Command,Uncommon (10.53%)
,Hunter Synergy,Uncommon (10.53%)
,Hunter Munitions,Uncommon (10.53%)
,Hunter Track,Uncommon (10.53%)
,,
Nervo,Mod Drop Chance: 3.00%,Mod Drop Chance: 3.00%
,True Steel,Uncommon (18.97%)
,Trick Mag,Uncommon (18.97%)
,Enhanced Vitality,Uncommon (18.97%)
,15 Endo,Uncommon (18.97%)
,Hellfire,Rare (7.37%)
,Fast Deflection,Rare (7.37%)
,50 Endo,Rare (7.37%)
,80 Endo,Rare (2.01%)
,,
Elite Lancer,Mod Drop Chance: 20.00%,Mod Drop Chance: 20.00%
,15 Endo,Very Common (75.88%)
,50 Endo,Uncommon (22.11%)
,80 Endo,Rare (2.01%)
,,
Elite Lancer,Mod Drop Chance: 3.00%,Mod Drop Chance: 3.00%
,Revenge,Uncommon (25.29%)
,Quickdraw,Uncommon (25.29%)
,Redirection,Uncommon (25.29%)
,Razor Shot,Uncommon (11.06%)
,50 Endo,Uncommon (11.06%)
,Thunderbolt,Legendary (0.67%)
,Undying Will,Legendary (0.67%)
,Crossing Snakes,Legendary (0.67%)
,,
Eviscerator,Mod Drop Chance: 3.00%,Mod Drop Chance: 3.00%
,Melee Prowess,Uncommon (18.97%)
,Pistol Gambit,Uncommon (18.97%)
,Disruptor,Uncommon (18.97%)
,Lingering Torment,Uncommon (18.97%)
,Shocking Touch,Uncommon (11.06%)
,Sundering Weave,Uncommon (11.06%)
,80 Endo,Rare (2.01%)
,,
Elite Crewman,Mod Drop Chance: 3.00%,Mod Drop Chance: 3.00%
,15 Endo,Very Common (75.88%)
,Fury,Rare (5.53%)
,No Return,Rare (5.53%)
,Infected Clip,Rare (5.53%)
,50 Endo,Rare (5.53%)
,Jagged Edge,Legendary (0.67%)
,Gnashing Payara,Legendary (0.67%)
,80 Endo,Legendary (0.67%)
,,
Kavat,Mod Drop Chance: 20.00%,Mod Drop Chance: 20.00%
,Territorial Aggression,Uncommon (30.56%)
,Pounce,Uncommon (30.56%)
,Sense Danger,Uncommon (30.56%)
,Cat's Eye,Rare (4.17%)
,Mischief,Rare (4.17%)
,,
Kubrow,Mod Drop Chance: 3.00%,Mod Drop Chance: 3.00%
,Scavenge,Uncommon (25.29%)
,Loyal Companion,Uncommon (25.29%)
,Pack Leader,Uncommon (25.29%)
,Shelter,Rare (3.69%)
,Link Fiber,Rare (3.69%)
,Link Vitality,Rare (3.69%)
,Link Redirection,Rare (3.69%)
,Maul,Rare (3.69%)
,Hastened Deflection,Rare (3.69%)
,Hunt,Legendary (0.22%)
,Stalk,Legendary (0.22%)
,Dig,Legendary (0.22%)
,Howl,Legendary (0.22%)
,Protect,Legendary (0.22%)
,Unleashed,Legendary (0.22%)
,Savagery,Legendary (0.22%)
,Bite,Legendary (0.22%)
,Ferocity,Legendary (0.22%)
,,
Kuva Elite Lancer,Mod Drop Chance: 3.00%,Mod Drop Chance: 3.00%
,Revenge,Uncommon (25.29%)
,Quickdraw,Uncommon (25.29%)
,Redirection,Uncommon (25.29%)
,Razor Shot,Uncommon (11.06%)
,50 Endo,Uncommon (11.06%)
,Thunderbolt,Legendary (0.67%)
,Undying Will,Legendary (0.67%)
,Crossing Snakes,Legendary (0.67%)
,,
Kuva Eviscerator,Mod Drop Chance: 3.00%,Mod Drop Chance: 3.00%
,Melee Prowess,Uncommon (18.97%)
,Pistol Gambit,Uncommon (18.97%)
,Disruptor,Uncommon (18.97%)
,Lingering Torment,Uncommon (18.97%)
,Shocking Touch,Uncommon (11.06%)
,Sundering Weave,Uncommon (11.06%)
,80 Endo,Rare (2.01%)
,,
Kuva Drahk Master,Mod Drop Chance: 3.00%,Mod Drop Chance: 3.00%
,Pressure Point,Uncommon (18.97%)
,Point Strike,Uncommon (18.97%)
,Fast Hands,Uncommon (18.97%)
,15 Endo,Uncommon (18.97%)
,North Wind,Rare (5.53%)
,Reflex Coil,Rare (5.53%)
,Smite Grineer,Rare (5.53%)
,50 Endo,Rare (5.53%)
,Flow,Ultra Rare (1.01%)
,80 Endo,Ultra Rare (1.01%)
,,
Kuva Napalm,Mod Drop Chance: 3.00%,Mod Drop Chance: 3.00%
,Point Strike,Uncommon (25.29%)
,Enhanced Vitality,Uncommon (25.29%)
,Insulation,Uncommon (25.29%)
,Gunslinger,Rare (5.53%)
,Ammo Stock,Rare (5.53%)
,Rending Crane,Rare (5.53%)
,50 Endo,Rare (5.53%)
,Rage,Rare (2.01%)
,,
Kuva Heavy Gunner,Mod Drop Chance: 10.00%,Mod Drop Chance: 10.00%
,True Steel,Uncommon (25.29%)
,Warm Coat,Uncommon (25.29%)
,15 Endo,Uncommon (25.29%)
,Expel Grineer,Uncommon (11.06%)
,Tactical Pump,Uncommon (11.06%)
,Sovereign Outcast,Rare (2.01%)
,,
Kuva Bombard,Mod Drop Chance: 3.00%,Mod Drop Chance: 3.00%
,True Steel,Uncommon (25.29%)
,Warm Coat,Uncommon (25.29%)
,15 Endo,Uncommon (25.29%)
,Expel Grineer,Uncommon (11.06%)
,Tactical Pump,Uncommon (11.06%)
,Sanctuary,Legendary (0.67%)
,Condition Overload,Legendary (0.67%)
,Sure Footed,Legendary (0.67%)
,,
Kuva Hyekka Master,Mod Drop Chance: 3.00%,Mod Drop Chance: 3.00%
,Pressure Point,Uncommon (25.29%)
,Fast Hands,Uncommon (25.29%)
,15 Endo,Uncommon (25.29%)
,50 Endo,Uncommon (22.11%)
,Flow,Ultra Rare (1.01%)
,80 Endo,Ultra Rare (1.01%)
,,
Kuva Scorch,Mod Drop Chance: 3.00%,Mod Drop Chance: 3.00%
,Assault Mode,Common (38.72%)
,15 Endo,Common (38.72%)
,Sure Shot,Rare (5.64%)
,Bane Of Grineer,Rare (5.64%)
,Swirling Tiger,Rare (5.64%)
,50 Endo,Rare (5.64%)
,,
Kuva Hellion Carrier,Mod Drop Chance: 3.00%,Mod Drop Chance: 3.00%
,Reach,Uncommon (25.29%)
,Ammo Drum,Uncommon (25.29%)
,15 Endo,Uncommon (25.29%)
,Fury,Uncommon (11.06%)
,No Return,Uncommon (11.06%)
,Reaping Spiral,Ultra Rare (1.01%)
,80 Endo,Ultra Rare (1.01%)
,,
Kuva Hellion,Mod Drop Chance: 3.00%,Mod Drop Chance: 3.00%
,Pressure Point,Common (37.94%)
,Vitality,Common (37.94%)
,Heated Charge,Uncommon (11.06%)
,Diamond Skin,Uncommon (11.06%)
,Heavy Trauma,Legendary (0.50%)
,Streamline,Legendary (0.50%)
,Iron Phoenix,Legendary (0.50%)
,80 Endo,Legendary (0.50%)
,,
Kuva Drahk,Mod Drop Chance: 3.00%,Mod Drop Chance: 3.00%
,Scavenge,Uncommon (25.29%)
,Loyal Companion,Uncommon (25.29%)
,Pack Leader,Uncommon (25.29%)
,Shelter,Rare (3.69%)
,Link Fiber,Rare (3.69%)
,Link Vitality,Rare (3.69%)
,Link Redirection,Rare (3.69%)
,Maul,Rare (3.69%)
,Hastened Deflection,Rare (3.69%)
,Hunt,Legendary (0.22%)
,Stalk,Legendary (0.22%)
,Dig,Legendary (0.22%)
,Howl,Legendary (0.22%)
,Protect,Legendary (0.22%)
,Unleashed,Legendary (0.22%)
,Savagery,Legendary (0.22%)
,Bite,Legendary (0.22%)
,Ferocity,Legendary (0.22%)
,,
Kuva Lancer,Mod Drop Chance: 3.00%,Mod Drop Chance: 3.00%
,Pressure Point,Common (37.94%)
,Vitality,Common (37.94%)
,Heated Charge,Uncommon (11.06%)
,Diamond Skin,Uncommon (11.06%)
,Heavy Trauma,Legendary (0.50%)
,Streamline,Legendary (0.50%)
,Iron Phoenix,Legendary (0.50%)
,80 Endo,Legendary (0.50%)
,,
Kuva Shield Lancer,Mod Drop Chance: 3.00%,Mod Drop Chance: 3.00%
,Flechette,Uncommon (25.29%)
,Thief's Wit,Uncommon (25.29%)
,15 Endo,Uncommon (25.29%)
,Smite Infested,Uncommon (11.06%)
,50 Endo,Uncommon (11.06%)
,Retribution,Ultra Rare (1.01%)
,80 Endo,Ultra Rare (1.01%)
,,
Kuva Trooper,Mod Drop Chance: 3.00%,Mod Drop Chance: 3.00%
,Melee Prowess,Uncommon (18.97%)
,Pistol Gambit,Uncommon (18.97%)
,Disruptor,Uncommon (18.97%)
,Lingering Torment,Uncommon (18.97%)
,Shocking Touch,Uncommon (11.06%)
,Sundering Weave,Uncommon (11.06%)
,80 Endo,Rare (2.01%)
,,
Kuva Seeker,Mod Drop Chance: 3.00%,Mod Drop Chance: 3.00%
,Sawtooth Clip,Very Common (75.88%)
,Killing Blow,Rare (7.37%)
,Accelerated Deflection,Rare (7.37%)
,Shimmering Blight,Rare (7.37%)
,Barrel Diffusion,Legendary (0.67%)
,Crushing Ruin,Legendary (0.67%)
,80 Endo,Legendary (0.67%)
,,
Kuva Roller,Mod Drop Chance: 3.00%,Mod Drop Chance: 3.00%
,True Steel,Uncommon (18.97%)
,Trick Mag,Uncommon (18.97%)
,Enhanced Vitality,Uncommon (18.97%)
,15 Endo,Uncommon (18.97%)
,Hellfire,Rare (7.37%)
,Fast Deflection,Rare (7.37%)
,50 Endo,Rare (7.37%)
,80 Endo,Rare (2.01%)
,,
Kuva Flameblade,Mod Drop Chance: 3.00%,Mod Drop Chance: 3.00%
,Trick Mag,Uncommon (25.29%)
,Flame Repellent,Uncommon (25.29%)
,15 Endo,Uncommon (25.29%)
,Rifle Aptitude,Rare (7.37%)
,Cleanse Corpus,Rare (7.37%)
,50 Endo,Rare (7.37%)
,Enemy Sense,Ultra Rare (1.01%)
,80 Endo,Ultra Rare (1.01%)
,,
Kuva Butcher,Mod Drop Chance: 3.00%,Mod Drop Chance: 3.00%
,Pressure Point,Uncommon (18.97%)
,Point Strike,Uncommon (18.97%)
,Fast Hands,Uncommon (18.97%)
,15 Endo,Uncommon (18.97%)
,North Wind,Rare (5.53%)
,Reflex Coil,Rare (5.53%)
,Smite Grineer,Rare (5.53%)
,50 Endo,Rare (5.53%)
,Flow,Ultra Rare (1.01%)
,80 Endo,Ultra Rare (1.01%)
,,
Kuva Powerclaw,Mod Drop Chance: 3.00%,Mod Drop Chance: 3.00%
,Vaporize,Common (37.94%)
,Calculated Redirection,Common (37.94%)
,Target Cracker,Rare (5.53%)
,Bane Of Infested,Rare (5.53%)
,Grim Fury,Rare (5.53%)
,50 Endo,Rare (5.53%)
,Seeking Force,Ultra Rare (1.01%)
,Malicious Raptor,Ultra Rare (1.01%)
,,
Kuva Ballista,Mod Drop Chance: 3.00%,Mod Drop Chance: 3.00%
,Organ Shatter,Common (37.94%)
,15 Endo,Common (37.94%)
,Stormbringer,Uncommon (11.06%)
,50 Endo,Uncommon (11.06%)
,80 Endo,Rare (2.01%)
,,
Kuva Power Carrier,Mod Drop Chance: 3.00%,Mod Drop Chance: 3.00%
,Reach,Uncommon (25.29%)
,Ammo Drum,Uncommon (25.29%)
,15 Endo,Uncommon (25.29%)
,Fury,Uncommon (11.06%)
,No Return,Uncommon (11.06%)
,Reaping Spiral,Ultra Rare (1.01%)
,80 Endo,Ultra Rare (1.01%)
,,
Kuva Scorpion,Mod Drop Chance: 3.00%,Mod Drop Chance: 3.00%
,Lightning Rod,Common (37.94%)
,15 Endo,Common (37.94%)
,Serration,Rare (7.37%)
,Heavy Impact,Rare (7.37%)
,50 Endo,Rare (7.37%)
,Master Thief,Ultra Rare (1.01%)
,Defiled Snapdragon,Ultra Rare (1.01%)
,,
Draga,Mod Drop Chance: 3.00%,Mod Drop Chance: 3.00%
,Revenge,Uncommon (25.29%)
,Quickdraw,Uncommon (25.29%)
,Redirection,Uncommon (25.29%)
,Razor Shot,Uncommon (11.06%)
,50 Endo,Uncommon (11.06%)
,Thunderbolt,Legendary (0.67%)
,Undying Will,Legendary (0.67%)
,Crossing Snakes,Legendary (0.67%)
,,
Fusion Moa,Mod Drop Chance: 3.00%,Mod Drop Chance: 3.00%
,Vaporize,Uncommon (18.97%)
,Enhanced Vitality,Uncommon (18.97%)
,Thief's Wit,Uncommon (18.97%)
,15 Endo,Uncommon (18.97%)
,Smite Corpus,Rare (5.53%)
,Antitoxin,Rare (5.53%)
,Rush,Rare (5.53%)
,50 Endo,Rare (5.53%)
,Self Destruct,Ultra Rare (1.01%)
,80 Endo,Ultra Rare (1.01%)
,,
Ghoul Devourer,Mod Drop Chance: 10.00%,Mod Drop Chance: 10.00%
,Pressure Point,Uncommon (25.29%)
,Point Strike,Uncommon (25.29%)
,Fast Hands,Uncommon (25.29%)
,Enduring Affliction,Rare (3.69%)
,North Wind,Rare (3.69%)
,Reflex Coil,Rare (3.69%)
,Smite Grineer,Rare (3.69%)
,Atlantis Vulcan,Rare (3.69%)
,50 Endo,Rare (3.69%)
,Slicing Feathers,Rare (2.01%)
,,
Ghoul Auger,Mod Drop Chance: 10.00%,Mod Drop Chance: 10.00%
,Assault Mode,Common (37.94%)
,15 Endo,Common (37.94%)
,Sure Shot,Rare (5.53%)
,Bane Of Grineer,Rare (5.53%)
,Swirling Tiger,Rare (5.53%)
,50 Endo,Rare (5.53%)
,Slicing Feathers,Rare (2.01%)
,,
Ghoul Auger Alpha,Mod Drop Chance: 50.00%,Mod Drop Chance: 50.00%
,Hunter Recovery,Very Common (75.88%)
,Hunter Synergy,Uncommon (22.11%)
,Hunter Command,Ultra Rare (1.01%)
,Slicing Feathers,Ultra Rare (1.01%)
,,
Ghoul Expired,Mod Drop Chance: 20.00%,Mod Drop Chance: 20.00%
,Lightning Rod,Common (37.94%)
,15 Endo,Common (37.94%)
,Serration,Rare (7.37%)
,Heavy Impact,Rare (7.37%)
,50 Endo,Rare (7.37%)
,Master Thief,Ultra Rare (1.01%)
,Slicing Feathers,Ultra Rare (1.01%)
,,
Ghoul Rictus Alpha,Mod Drop Chance: 50.00%,Mod Drop Chance: 50.00%
,Hunter Adrenaline,Very Common (75.88%)
,Hunter Munitions,Uncommon (22.11%)
,Hunter Track,Ultra Rare (1.01%)
,Slicing Feathers,Ultra Rare (1.01%)
,,
Lephantis,Mod Drop Chance: 100.00%,Mod Drop Chance: 100.00%
,Quick Return,Common (37.94%)
,Rebound,Common (37.94%)
,Spare Parts,Uncommon (22.11%)
,Stabilizer,Rare (2.01%)
,,
Infested Corpus,Mod Drop Chance: 100.00%,Mod Drop Chance: 100.00%
,Pressure Point,Common (38.72%)
,Parry,Common (38.72%)
,Provoked,Rare (7.52%)
,Equilibrium,Rare (7.52%)
,Eleventh Storm,Rare (7.52%)
,,
Ancient Infested,Mod Drop Chance: 100.00%,Mod Drop Chance: 100.00%
,Pressure Point,Common (38.72%)
,Parry,Common (38.72%)
,Provoked,Rare (7.52%)
,Equilibrium,Rare (7.52%)
,Eleventh Storm,Rare (7.52%)
,,
Infested Grineer,Mod Drop Chance: 100.00%,Mod Drop Chance: 100.00%
,Pressure Point,Common (38.72%)
,Parry,Common (38.72%)
,Provoked,Rare (7.52%)
,Equilibrium,Rare (7.52%)
,Eleventh Storm,Rare (7.52%)
,,
Artificer,Mod Drop Chance: 100.00%,Mod Drop Chance: 100.00%
,15 Endo,Very Common (75.88%)
,Molten Impact,Rare (4.42%)
,Killing Blow,Rare (4.42%)
,Cryo Rounds,Rare (4.42%)
,Stretch,Rare (4.42%)
,50 Endo,Rare (4.42%)
,Energy Channel,Ultra Rare (1.01%)
,80 Endo,Ultra Rare (1.01%)
,,
Carabus,Mod Drop Chance: 3.00%,Mod Drop Chance: 3.00%
,Melee Prowess,Uncommon (25.29%)
,Vitality,Uncommon (25.29%)
,15 Endo,Uncommon (25.29%)
,Fury,Rare (7.37%)
,Convulsion,Rare (7.37%)
,50 Endo,Rare (7.37%)
,Hell's Chamber,Ultra Rare (1.01%)
,80 Endo,Ultra Rare (1.01%)
,,
Drahk Master,Mod Drop Chance: 3.00%,Mod Drop Chance: 3.00%
,Pressure Point,Uncommon (18.97%)
,Point Strike,Uncommon (18.97%)
,Fast Hands,Uncommon (18.97%)
,15 Endo,Uncommon (18.97%)
,North Wind,Rare (5.53%)
,Reflex Coil,Rare (5.53%)
,Smite Grineer,Rare (5.53%)
,50 Endo,Rare (5.53%)
,Flow,Ultra Rare (1.01%)
,80 Endo,Ultra Rare (1.01%)
,,
Arid Butcher,Mod Drop Chance: 3.00%,Mod Drop Chance: 3.00%
,Perpetual Agony,Common (37.94%)
,Blunderbuss,Common (37.94%)
,North Wind,Rare (4.42%)
,Reflex Coil,Rare (4.42%)
,Fever Strike,Rare (4.42%)
,Rifle Aptitude,Rare (4.42%)
,50 Endo,Rare (4.42%)
,Flow,Ultra Rare (1.01%)
,Tranquil Cleave,Ultra Rare (1.01%)
,,
Frontier Butcher,Mod Drop Chance: 3.00%,Mod Drop Chance: 3.00%
,Perpetual Agony,Common (37.94%)
,Blunderbuss,Common (37.94%)
,North Wind,Rare (4.42%)
,Reflex Coil,Rare (4.42%)
,Fever Strike,Rare (4.42%)
,Rifle Aptitude,Rare (4.42%)
,50 Endo,Rare (4.42%)
,Flow,Ultra Rare (1.01%)
,Tranquil Cleave,Ultra Rare (1.01%)
,,
Napalm,Mod Drop Chance: 3.00%,Mod Drop Chance: 3.00%
,Point Strike,Uncommon (25.29%)
,Enhanced Vitality,Uncommon (25.29%)
,Insulation,Uncommon (25.29%)
,Gunslinger,Rare (5.53%)
,Ammo Stock,Rare (5.53%)
,Rending Crane,Rare (5.53%)
,50 Endo,Rare (5.53%)
,Rage,Rare (2.01%)
,,
Heavy Gunner,Mod Drop Chance: 3.00%,Mod Drop Chance: 3.00%
,Slip Magazine,Uncommon (18.97%)
,Magazine Warp,Uncommon (18.97%)
,Blunderbuss,Uncommon (18.97%)
,15 Endo,Uncommon (18.97%)
,Shell Compression,Uncommon (11.06%)
,50 Endo,Uncommon (11.06%)
,Decisive Judgement,Ultra Rare (1.01%)
,80 Endo,Ultra Rare (1.01%)
,,
Arid Heavy Gunner,Mod Drop Chance: 3.00%,Mod Drop Chance: 3.00%
,Slip Magazine,Uncommon (18.97%)
,Magazine Warp,Uncommon (18.97%)
,Blunderbuss,Uncommon (18.97%)
,15 Endo,Uncommon (18.97%)
,Shell Compression,Uncommon (11.06%)
,50 Endo,Uncommon (11.06%)
,Decisive Judgement,Ultra Rare (1.01%)
,80 Endo,Ultra Rare (1.01%)
,,
Bombard,Mod Drop Chance: 3.00%,Mod Drop Chance: 3.00%
,True Steel,Uncommon (25.29%)
,Warm Coat,Uncommon (25.29%)
,15 Endo,Uncommon (25.29%)
,Expel Grineer,Uncommon (11.06%)
,Tactical Pump,Uncommon (11.06%)
,Sanctuary,Legendary (0.50%)
,Sure Footed,Legendary (0.50%)
,Crimson Dervish,Legendary (0.50%)
,80 Endo,Legendary (0.50%)
,,
Hyekka Master,Mod Drop Chance: 3.00%,Mod Drop Chance: 3.00%
,Pressure Point,Uncommon (25.29%)
,Fast Hands,Uncommon (25.29%)
,15 Endo,Uncommon (25.29%)
,50 Endo,Uncommon (22.11%)
,Flow,Ultra Rare (1.01%)
,80 Endo,Ultra Rare (1.01%)
,,
Frontier Bailiff,Mod Drop Chance: 3.00%,Mod Drop Chance: 3.00%
,Pressure Point,Uncommon (18.97%)
,Point Strike,Uncommon (18.97%)
,Fast Hands,Uncommon (18.97%)
,15 Endo,Uncommon (18.97%)
,North Wind,Rare (5.53%)
,Reflex Coil,Rare (5.53%)
,Smite Grineer,Rare (5.53%)
,50 Endo,Rare (5.53%)
,Flow,Ultra Rare (1.01%)
,80 Endo,Ultra Rare (1.01%)
,,
Bailiff,Mod Drop Chance: 3.00%,Mod Drop Chance: 3.00%
,Pressure Point,Uncommon (18.97%)
,Point Strike,Uncommon (18.97%)
,Fast Hands,Uncommon (18.97%)
,15 Endo,Uncommon (18.97%)
,North Wind,Rare (5.53%)
,Reflex Coil,Rare (5.53%)
,Smite Grineer,Rare (5.53%)
,50 Endo,Rare (5.53%)
,Flow,Ultra Rare (1.01%)
,80 Endo,Ultra Rare (1.01%)
,,
Bailiff,Mod Drop Chance: 3.00%,Mod Drop Chance: 3.00%
,Pressure Point,Very Common (75.88%)
,North Wind,Uncommon (11.06%)
,Seismic Wave,Uncommon (11.06%)
,Flow,Ultra Rare (1.01%)
,80 Endo,Ultra Rare (1.01%)
,,
Hyekka,Mod Drop Chance: 20.00%,Mod Drop Chance: 20.00%
,Sharpened Claws,Common (45.83%)
,Swipe,Common (45.83%)
,Charm,Rare (4.17%)
,Reflect,Rare (4.17%)
,,
Ogma,Mod Drop Chance: 25.00%,Mod Drop Chance: 25.00%
,15 Endo,Very Common (75.88%)
,Cutting Edge,Rare (7.37%)
,Poisonous Sting,Rare (7.37%)
,50 Endo,Rare (7.37%)
,Dual Rounds,Ultra Rare (1.01%)
,System Reroute,Ultra Rare (1.01%)
,,
Bailiff Defector,Mod Drop Chance: 3.00%,Mod Drop Chance: 3.00%
,Pressure Point,Very Common (75.88%)
,North Wind,Uncommon (11.06%)
,Seismic Wave,Uncommon (11.06%)
,Flow,Ultra Rare (1.01%)
,80 Endo,Ultra Rare (1.01%)
,,
Elite Arid Lancer,Mod Drop Chance: 3.00%,Mod Drop Chance: 3.00%
,Revenge,Uncommon (25.29%)
,Quickdraw,Uncommon (25.29%)
,Redirection,Uncommon (25.29%)
,Razor Shot,Uncommon (11.06%)
,50 Endo,Uncommon (11.06%)
,Thunderbolt,Legendary (0.67%)
,Undying Will,Legendary (0.67%)
,Crossing Snakes,Legendary (0.67%)
,,
Elite Frontier Lancer,Mod Drop Chance: 3.00%,Mod Drop Chance: 3.00%
,Revenge,Uncommon (25.29%)
,Quickdraw,Uncommon (25.29%)
,Redirection,Uncommon (25.29%)
,Razor Shot,Uncommon (11.06%)
,50 Endo,Uncommon (11.06%)
,Thunderbolt,Legendary (0.67%)
,Undying Will,Legendary (0.67%)
,Crossing Snakes,Legendary (0.67%)
,,
Arid Eviscerator,Mod Drop Chance: 3.00%,Mod Drop Chance: 3.00%
,Melee Prowess,Uncommon (18.97%)
,Pistol Gambit,Uncommon (18.97%)
,Disruptor,Uncommon (18.97%)
,Lingering Torment,Uncommon (18.97%)
,Shocking Touch,Uncommon (11.06%)
,Sundering Weave,Uncommon (11.06%)
,80 Endo,Rare (2.01%)
,,
Frontier Eviscerator,Mod Drop Chance: 3.00%,Mod Drop Chance: 3.00%
,Melee Prowess,Uncommon (18.97%)
,Pistol Gambit,Uncommon (18.97%)
,Disruptor,Uncommon (18.97%)
,Lingering Torment,Uncommon (18.97%)
,Shocking Touch,Uncommon (11.06%)
,Sundering Weave,Uncommon (11.06%)
,80 Endo,Rare (2.01%)
,,
Scorch,Mod Drop Chance: 3.00%,Mod Drop Chance: 3.00%
,Assault Mode,Common (38.72%)
,15 Endo,Common (38.72%)
,Sure Shot,Rare (5.64%)
,Bane Of Grineer,Rare (5.64%)
,Swirling Tiger,Rare (5.64%)
,50 Endo,Rare (5.64%)
,,
Kuva Dargyn,Mod Drop Chance: 12.50%,Mod Drop Chance: 12.50%
,Extend,Uncommon (25.29%)
